RegionID,SizeRank,RegionName,RegionType,StateName,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20
395236,871,"Woodward, OK",msa,OK,95357.17172,95369.18268,95494.14763,95280.20579,95640.92066,96000.647,96973.36024,97829.18823,97459.2694,96253.8069,94886.56438,93997.33189,93447.1322,93305.04237,93874.00585,94376.1327,94219.4971,93458.20113,92711.29973,92619.75701,92703.47837,92881.74116,92646.89436,92201.0296,91368.51014,90650.91665,90229.50003,90067.2502,89849.12412,89557.1756,89465.71233,89661.09423,90107.49643,90524.95228,90886.35021,91034.14395,91146.79382,91327.68723,91418.0534,91435.298,91716.20023,92192.01435,92791.19305,93095.73441,93926.2383,94822.80268,95286.30049,95238.11865,95561.13054,96729.24799,97504.15836,97622.57271,96910.08954,96932.15945,96579.03576,96219.71005,95825.08963,95666.92467,95662.75378,95344.15763,95290.50053,95528.63531,95623.101,96725.94143,98871.06519,101785.128,104324.6426,105971.1697,107300.6163,107761.4493
395004,872,"Prineville, OR",msa,OR,163015.0928,164720.3396,166647.2064,168472.2439,170494.1814,172753.3421,175203.5838,177712.548,180011.9902,181995.7522,183730.269,185095.8167,186580.5892,188046.0388,190016.8269,192196.5641,194733.7052,197385.9631,200478.555,203450.8886,206294.461,208749.5212,211165.0462,213417.4251,215394.7033,217277.944,219117.1382,221415.2799,224220.4872,227407.923,230603.8462,233839.4912,236969.8063,240116.141,242792.4131,245284.1935,247979.2863,250291.1573,252130.2958,252950.5609,253765.0108,254767.772,255858.8972,256769.2052,257716.7755,259394.978,261728.9661,264274.2508,266831.4736,268546.5416,269736.7821,270595.1863,271801.0997,273595.5212,275149.2,276699.4038,278242.5357,280075.7404,282489.1819,284939.4586,287497.8111,289710.8502,290967.8507,291688.5724,292684.7599,295682.3557,300487.5847,306063.2133,311857.388,318062.1707
394687,875,"Hood River, OR",msa,OR,315808.3888,317485.8242,318377.4226,319176.6918,320690.4409,322554.7655,325068.7635,327944.724,331030.3671,334125.827,337013.3271,339506.749,341348.9643,343211.3589,345665.439,348282.3674,350522.3934,352498.7024,354596.1395,357134.7986,360497.3329,364482.0966,368406.4162,371768.4827,375341.3721,380319.8785,385272.4081,389973.1887,394137.7975,399077.6125,404304.4211,408466.8068,411231.6044,413088.286,415417.7282,417818.3498,420469.7457,423257.0131,426923.4332,430565.5062,433664.1919,436364.7247,437998.4479,439205.6399,440033.1868,441247.7683,442815.1462,444307.5786,446453.0742,448361.7084,449698.1637,450524.9412,451296.6848,451801.5481,452097.0261,452833.6248,454142.1305,455524.4626,457231.5198,460299.0003,464419.8102,468391.9784,470309.771,471421.7102,472543.7015,476090.3365,482405.7855,490923.4192,500626.6626,510665.4565
394601,876,"Forrest City, AR",msa,AR,41174.19139,41512.62606,41741.57473,42243.03949,42853.43177,43489.59976,43603.49764,43643.68724,43642.25835,43790.40453,43900.25122,44157.59677,44368.93732,44598.40848,44802.96943,45110.95784,45236.00017,45600.95003,46102.19193,46863.64655,47291.18438,47381.12588,47382.87075,47355.38103,47265.23859,47149.78055,47245.76163,47571.5661,47791.0515,47887.57535,47799.46294,47886.35792,48108.62304,48529.53199,48937.96506,49324.72484,49782.17849,50205.64613,50444.27176,50335.50905,50293.11187,50389.64314,50774.04524,51086.26779,51616.80692,52268.70505,52947.82044,53296.60415,53507.16221,53778.08199,54157.60924,54636.97482,54947.24286,55061.1849,54960.07722,54992.73457,55432.1381,56176.9937,56336.3272,56147.68563,56000.88049,56441.03011,56737.41458,56825.89878,57157.0165,58265.91566,59844.45374,60918.40248,61084.42688,60122.04848
394494,877,"Connersville, IN",msa,IN,77829.82532,77288.23496,76877.81232,76708.3794,76138.59151,75514.67897,74950.19559,74718.21025,74188.29603,73613.61724,73088.77365,73207.31892,73189.64383,73084.36548,72918.16093,73152.91331,73318.21319,73558.28225,73569.40456,73702.73655,73803.94087,73933.28453,73980.50098,73752.50529,73470.92769,73447.6814,73561.31362,73673.06449,73847.58586,74311.10628,75004.75647,75648.04918,76291.93476,76914.06047,77548.22407,78053.63204,78703.71734,79561.17486,80597.21906,81577.21512,82708.14559,83628.7272,84548.12944,85058.2659,85757.04664,86110.67613,86310.34579,86456.9521,87239.41544,88075.12431,88574.76629,88558.70198,88669.13781,88793.74954,89018.61102,89331.81363,89792.05355,90303.13532,90849.72811,92002.37601,93474.06254,95108.41783,96076.08254,96480.88262,96751.88067,97454.3866,98888.98516,100686.815,102752.8994,104391.1716
394868,878,"Mitchell, SD",msa,SD,131830.3668,132122.1387,132736.3189,133630.779,134255.7304,134659.8249,134650.9201,134748.241,134612.7955,134620.0959,134589.5365,134843.2082,135089.3445,135389.5561,136292.4559,137682.7165,139220.6561,140538.4601,141182.2328,142305.4536,143875.8549,146257.9711,148441.375,149889.5976,151113.9096,151915.4554,152912.1267,153774.8155,154856.1171,155552.2121,156040.0304,156170.9537,156432.9362,156534.9248,156661.1199,156483.8026,156707.5914,156882.9223,157475.0688,157813.7613,158509.3073,159113.3631,159880.8843,160287.7961,160842.4298,161211.9442,161419.5244,161600.4578,162051.4421,162466.7788,162365.9304,161953.9563,161671.2465,161865.4146,162497.3773,163873.7535,165275.9964,166395.3614,166891.0121,167406.3936,168090.5054,169053.4118,169799.8253,170238.0401,170851.4983,171598.0034,172656.0438,173306.1021,174345.2341,175467.6134
394831,879,"Marshall, MO",msa,MO,78404.50088,78018.50487,77397.13104,77199.1712,77023.37058,77095.6406,77115.93525,77519.95322,77670.56149,78004.71119,78886.8665,80106.10785,81196.40401,81807.42578,82198.97233,82493.30716,82297.51632,81682.83236,80812.72694,80119.34798,79859.85222,79679.82524,80100.62836,81033.50253,82061.14167,82523.57084,82268.37342,81833.63137,81280.94848,80764.81766,80447.14103,80454.66717,80759.00273,81374.89721,81720.44768,82044.69782,82425.44659,83179.25003,83938.97146,84570.11731,85060.98115,85687.42106,86014.75591,86489.29781,87495.69539,88622.35856,89011.39331,87763.42662,86455.45424,85506.82825,85538.93259,85319.08123,85068.06022,85003.75056,85006.75451,85294.66429,85519.79016,86305.3873,86953.68878,87797.84687,88388.03278,89445.84841,90156.05364,90625.43195,90888.7146,91349.50005,93008.33277,94741.31761,96081.47082,96559.1715
394418,880,"Brookings, OR",msa,OR,231540.3197,232320.4774,232811.0608,233127.8377,233702.0452,235183.4563,237488.4905,240030.8462,242685.21,245483.875,248082.8039,249793.4143,250454.9963,251011.4768,252181.9969,253827.0102,255583.7693,257668.7738,260060.4982,262746.157,265419.969,267988.2363,270102.5682,271777.0916,273412.9788,275191.1074,276809.7005,278387.5741,279939.1872,281749.9003,283609.3451,284936.5138,285508.025,285850.8492,286802.5502,288293.456,290171.3136,291590.0047,292948.4971,294442.4671,297175.2336,300141.3263,302593.1079,304706.9527,306816.2003,309305.1283,311051.614,312712.6588,314034.2997,315557.6539,316685.2435,318369.6544,320185.8517,322015.2662,323271.1076,324884.3232,327087.2123,329468.4875,331178.1054,332735.5354,334386.1443,336471.3236,337791.6004,338648.6181,339415.3126,341991.1559,346973.1492,353862.785,361764.3484,369510.14
395241,881,"Yankton, SD",msa,SD,153236.3481,153511.4674,154443.8301,156063.7889,158386.8999,161049.0364,163141.8831,164448.7493,165070.3382,165689.4574,166174.3173,166743.3238,167160.2543,167312.3436,167467.303,167425.6642,167363.6797,167048.1928,167100.7895,167392.0852,167947.2323,168384.3189,168862.7665,169922.2616,171083.8429,171986.3492,172223.2402,172385.768,172721.9237,172689.0847,172795.8217,173076.8323,173892.8384,174763.3307,175574.5797,176548.0979,178116.9585,179477.3618,180606.022,180762.1862,181510.0453,182240.4705,183124.6016,183098.9482,182856.1176,182869.729,182876.9434,182965.6115,182857.7797,183259.5084,183431.7016,183416.1939,182903.2515,182742.9497,182651.6072,182984.4725,183411.3732,184380.9422,185238.0143,186035.2583,186703.1986,187567.2731,188304.1499,188584.819,188896.6099,189361.8323,190780.6294,192669.1933,194858.8111,196400.7913
395198,882,"Wahpeton, ND",msa,ND,98684.22881,100287.5618,102449.0685,104458.2912,105831.469,107115.6362,108037.6174,109163.0019,109961.1803,110926.5039,111688.7462,112397.0652,113006.6677,113792.8295,114789.7631,115916.2965,116988.1812,117745.9238,118335.407,118744.0647,119137.9508,119764.878,120264.3261,120679.232,120751.7833,121031.9102,121263.3014,121395.6952,121524.1959,121495.0257,121890.9411,122495.483,123436.3723,124231.5562,125124.1625,126129.6589,127522.6134,128546.9051,129266.8274,129178.224,129352.466,129550.0215,130302.7182,131089.2666,132207.2677,132799.7903,133128.8544,133250.6788,133845.7166,134725.4776,135753.2911,136875.772,138012.1447,139210.9076,140050.8269,140925.051,141611.8121,142656.5416,143118.4347,143534.464,143942.5818,144900.7607,146075.0451,146993.5381,148009.9509,148952.3403,150529.2895,151746.2578,152856.1029,153760.3356
394818,883,"Magnolia, AR",msa,AR,63685.08372,63526.7388,63645.9953,63968.68588,64328.0272,64944.10183,65809.68705,67234.45007,69043.1713,70744.30442,71951.99102,72852.4806,73374.98259,73667.6567,73673.62445,74329.76151,75084.96654,75841.39555,76312.54259,76718.19964,76927.74642,76787.67772,76730.9601,76651.76052,76551.42583,76248.23554,76324.25465,77146.89248,78973.63908,80710.54033,81887.02173,82404.78694,82443.40791,82657.15181,82991.473,83803.41784,84852.76137,85912.25058,86759.66253,86861.5778,86960.48043,87041.77496,87280.10757,86716.65619,86097.77983,85646.59099,85181.14649,84553.79388,84085.60438,84288.75776,84681.66421,84960.16027,85022.3506,85033.91479,84585.14409,84371.17794,84155.82112,84305.10209,83831.26459,83914.40083,84824.3357,87160.31034,89356.88018,90898.20115,92051.78172,93086.95953,94568.57398,95438.28107,95974.15646,95651.56016
394564,884,"Elk City, OK",msa,OK,115654.3302,116871.3121,118097.2469,118450.7832,118420.33,118411.2401,118597.5005,118364.2917,117656.8758,116538.6715,115665.4234,115281.2026,115212.3317,114893.8025,114324.5798,113558.2935,112549.0442,111390.1587,110202.4573,109491.7307,108676.3308,107736.6538,107309.6215,108480.1661,109708.9254,110395.0599,109800.6513,109215.9212,108634.4743,107953.2087,107507.2375,107230.9632,106962.293,106990.8532,106975.6363,106977.059,106810.9707,106646.0931,107015.171,107368.5992,107902.0398,107947.4027,107641.6944,106732.1523,106546.7501,107232.4573,107719.0135,107275.3619,106035.7301,105271.6251,104767.0517,104666.5589,104668.9099,104644.5391,104318.2244,104404.0046,104739.1739,105362.1322,105414.7192,105644.5375,106100.466,107232.4575,108139.7887,108957.9228,109813.5227,111085.1949,112552.5272,113192.2406,113590.561,113703.8858
394793,885,"Liberal, KS",msa,KS,,,,,,,,,,,,110078.8657,110009.385,109915.0983,109694.106,109452.0179,108821.5204,108081.0546,107401.148,107407.1466,107818.3994,108220.6119,108469.4343,108657.6163,108885.2338,108962.89,108928.5303,108974.1196,109097.1803,109159.0696,108979.407,108825.0391,108857.672,109232.2979,109505.7303,109567.5649,109664.7942,110052.631,110351.6138,110511.7597,110445.7416,110263.9363,109928.8169,109524.1304,109344.3093,109003.7248,109360.5142,110590.0088,,114038.8267,114468.4673,114347.1181,114322.9131,114265.3739,114270.2417,114478.6607,114846.7607,114951.3216,114546.1896,114381.1844,114502.6273,115240.3521,115600.8677,116034.5415,116800.5484,118178.6787,119882.4605,121561.6389,123284.9818,124637.4422
395239,885,"Worthington, MN",msa,MN,104960.3435,105444.1724,106730.4056,108126.1034,109201.7547,109567.8767,109925.9143,110479.8527,111167.8264,112151.5338,113565.5868,114886.316,115965.4613,116103.72,116141.3993,116308.2736,116552.9672,117124.1504,117920.0146,119137.0115,120263.8185,121225.965,122016.1153,122686.4097,122883.404,123474.2903,123969.0035,124594.8681,125009.5291,125028.7466,125346.9102,125870.4566,127051.7665,127741.3099,128037.0447,127935.7425,128601.8714,128991.0058,129028.3627,128170.0055,127583.0702,127056.0916,126939.7617,126986.7,127718.2756,128290.7174,128765.3132,129203.8707,130222.6845,131435.9548,132200.8376,132680.7809,132906.6446,133541.1788,134463.6924,135702.3186,136705.8246,137436.5322,137563.8722,137854.9385,138191.5399,139099.9628,140436.845,141727.1871,142756.2816,143354.871,144751.2069,146310.1844,147826.7383,148761.5076
394945,887,"Oskaloosa, IA",msa,IA,78291.99898,78911.23031,79330.70489,79811.01302,80399.65799,81200.61808,81956.23185,83367.4434,85079.87035,87400.93679,89359.09586,90944.0184,91649.92828,91980.56178,92281.1657,92475.2398,92517.42949,92895.96898,93648.63937,94808.14148,95636.46955,96206.72677,96469.4758,96908.63069,97310.59729,97764.48338,98007.91559,98364.83797,99097.90258,99846.75986,100732.3212,101267.6873,101628.9676,102090.8255,103246.8327,105155.0744,107035.9967,108218.0053,108843.6326,109338.1718,109845.3947,110031.2281,110076.6551,109856.4998,109862.7919,109848.2712,110099.0561,110832.6738,111983.5597,113031.5465,113699.4627,114144.6346,114513.2831,114918.7664,115180.5568,115733.8088,116141.9962,116493.8604,116589.359,117129.8001,118010.5061,118902.7031,119558.4949,119938.4401,120554.6084,121251.601,122637.5793,124129.8579,125729.9871,126981.6061
